,event_type,asset,window_days,n_events,mean_CAR,std_CAR,t_stat,pvalue,significant,mean_CAR_pre
304,EIA_GAS,NG=F,3,200,0.000874,0.109982,0.1121,0.91087,False,0.000466
305,EIA_GAS,NG=F,5,200,0.003128,0.126135,0.3498,0.726856,False,0.000466
306,EIA_GAS,GC=F,1,200,-0.000332,0.014937,-0.3138,0.754021,False,0.000315
307,EIA_GAS,GC=F,3,200,-0.000266,0.02477,-0.1512,0.879955,False,0.000315
308,EIA_GAS,GC=F,5,200,0.001013,0.02915,0.4904,0.624421,False,0.000315
309,EIA_GAS,SI=F,1,200,-0.001093,0.029605,-0.5209,0.603012,False,-0.000397
310,EIA_GAS,SI=F,3,200,-0.001027,0.050741,-0.2854,0.775603,False,-0.000397
311,EIA_GAS,SI=F,5,200,0.001129,0.057314,0.278,0.781317,False,-0.000397
312,EIA_GAS,HG=F,1,200,-0.001087,0.027142,-0.5651,0.572669,False,0.000613
313,EIA_GAS,HG=F,3,200,-0.000136,0.034148,-0.0561,0.955346,False,0.000613
314,EIA_GAS,HG=F,5,200,0.000137,0.041188,0.047,0.962569,False,0.000613
315,EIA_GAS,ZC=F,1,200,0.001078,0.018422,0.8258,0.409933,False,0.00083
316,EIA_GAS,ZC=F,3,200,0.002021,0.030246,0.9425,0.347056,False,0.00083
317,EIA_GAS,ZC=F,5,200,0.001432,0.035709,0.5658,0.572165,False,0.00083
318,EIA_GAS,ZW=F,1,200,0.000386,0.026056,0.2089,0.834726,False,0.001126
319,EIA_GAS,ZW=F,3,200,0.001495,0.038052,0.5542,0.580062,False,0.001126
320,EIA_GAS,ZW=F,5,200,0.002014,0.046601,0.6096,0.542823,False,0.001126
321,EIA_GAS,ZS=F,1,200,-2.2e-05,0.014877,-0.0212,0.983101,False,0.00096
322,EIA_GAS,ZS=F,3,200,0.001443,0.02344,0.8683,0.386262,False,0.00096
323,EIA_GAS,ZS=F,5,200,0.000764,0.028146,0.3828,0.702256,False,0.00096
324,EIA_GAS,XLE,1,200,-0.000984,0.019363,-0.7169,0.474305,False,-0.000364
325,EIA_GAS,XLE,3,200,-0.000396,0.025576,-0.2184,0.827315,False,-0.000364
326,EIA_GAS,XLE,5,200,-0.00259,0.033943,-1.0764,0.283043,False,-0.000364
327,EIA_GAS,XLB,1,200,-0.000505,0.010981,-0.6483,0.517518,False,1e-05
328,EIA_GAS,XLB,3,200,-0.00081,0.015755,-0.7255,0.469018,False,1e-05
329,EIA_GAS,XLB,5,200,-0.000775,0.02036,-0.5371,0.591823,False,1e-05
330,EIA_GAS,XLI,1,200,-0.000284,0.008732,-0.4595,0.646398,False,-0.000286
331,EIA_GAS,XLI,3,200,-0.000263,0.011172,-0.332,0.74027,False,-0.000286
332,EIA_GAS,XLI,5,200,-0.001142,0.014344,-1.1229,0.262841,False,-0.000286
333,EIA_GAS,GDX,1,200,-4.5e-05,0.031071,-0.0205,0.983699,False,0.001108
334,EIA_GAS,GDX,3,200,0.000465,0.045507,0.1443,0.885444,False,0.001108
335,EIA_GAS,GDX,5,200,0.001298,0.057812,0.3166,0.751857,False,0.001108
336,EIA_GAS,SIL,1,200,0.000114,0.032266,0.0497,0.960423,False,0.000801
337,EIA_GAS,SIL,3,200,0.000529,0.048574,0.1537,0.877993,False,0.000801
338,EIA_GAS,SIL,5,200,0.001002,0.062123,0.2275,0.820259,False,0.000801
339,EIA_GAS,JETS,1,200,-0.000238,0.020984,-0.16,0.873033,False,-0.000545
340,EIA_GAS,JETS,3,200,-0.001404,0.027044,-0.7325,0.464752,False,-0.000545
341,EIA_GAS,JETS,5,200,-0.000445,0.037143,-0.1688,0.866095,False,-0.000545
342,EIA_GAS,IYT,1,200,0.000144,0.01207,0.1682,0.866577,False,2.3e-05
343,EIA_GAS,IYT,3,200,-2.7e-05,0.017314,-0.0221,0.982404,False,2.3e-05
344,EIA_GAS,IYT,5,200,-0.000543,0.021362,-0.3584,0.720398,False,2.3e-05
345,EIA_GAS,XOM,1,200,-0.001567,0.020922,-1.0562,0.29214,False,-0.000446
346,EIA_GAS,XOM,3,200,-0.000718,0.027314,-0.3706,0.711298,False,-0.000446
347,EIA_GAS,XOM,5,200,-0.003285,0.036607,-1.2661,0.206958,False,-0.000446
348,EIA_GAS,CVX,1,200,-0.000899,0.01951,-0.6503,0.51628,False,-0.000371
349,EIA_GAS,CVX,3,200,7e-06,0.028214,0.0034,0.997296,False,-0.000371
350,EIA_GAS,CVX,5,200,-0.003021,0.035438,-1.2025,0.23058,False,-0.000371
351,EIA_GAS,FCX,1,200,-0.001369,0.036888,-0.5234,0.601283,False,0.000468
352,EIA_GAS,FCX,3,200,-0.002031,0.044416,-0.645,0.51967,False,0.000468
353,EIA_GAS,FCX,5,200,-0.000742,0.058526,-0.1789,0.85822,False,0.000468
354,EIA_GAS,NEM,1,200,0.001009,0.036447,0.3903,0.696696,False,0.001614
355,EIA_GAS,NEM,3,200,0.00225,0.049749,0.6381,0.524124,False,0.001614
356,EIA_GAS,NEM,5,200,0.002503,0.061919,0.5703,0.569118,False,0.001614
357,EIA_GAS,APA,1,200,-0.001755,0.036781,-0.673,0.501741,False,-0.000899
358,EIA_GAS,APA,3,200,-0.001036,0.051639,-0.2829,0.777562,False,-0.000899
359,EIA_GAS,APA,5,200,-0.00332,0.06481,-0.7227,0.470737,False,-0.000899
360,EIA_GAS,OXY,1,200,-0.001,0.027532,-0.5124,0.60891,False,-0.000776
361,EIA_GAS,OXY,3,200,-0.000733,0.03629,-0.285,0.77593,False,-0.000776
362,EIA_GAS,OXY,5,200,-0.003512,0.04411,-1.123,0.262773,False,-0.000776
363,EIA_GAS,TECK,1,200,0.001613,0.033757,0.6741,0.501016,False,0.00044
364,EIA_GAS,TECK,3,200,0.00094,0.043953,0.3015,0.763317,False,0.00044
365,EIA_GAS,TECK,5,200,0.000122,0.054731,0.0316,0.974856,False,0.00044
366,EIA_GAS,SM,1,200,-0.00089,0.039088,-0.3214,0.748273,False,-2.6e-05
367,EIA_GAS,SM,3,200,-0.000553,0.054497,-0.1431,0.886382,False,-2.6e-05
368,EIA_GAS,SM,5,200,-0.001599,0.069989,-0.3223,0.747581,False,-2.6e-05
369,EIA_GAS,TGB,1,200,-0.002332,0.046594,-0.706,0.481005,False,0.000824
370,EIA_GAS,TGB,3,200,-0.001008,0.067669,-0.2101,0.833819,False,0.000824
371,EIA_GAS,TGB,5,200,-0.000747,0.081957,-0.1285,0.897887,False,0.000824
372,EIA_GAS,GORO,1,200,-0.005266,0.148536,-0.5002,0.617511,False,0.003453
373,EIA_GAS,GORO,3,200,0.012638,0.195308,0.9128,0.362438,False,0.003453
374,EIA_GAS,GORO,5,200,-0.011946,0.257341,-0.6548,0.513339,False,0.003453
375,EIA_GAS,QQQ,1,200,0.000411,0.006382,0.9074,0.365303,False,5.5e-05
376,EIA_GAS,QQQ,3,200,0.000332,0.008949,0.5228,0.60169,False,5.5e-05
377,EIA_GAS,QQQ,5,200,0.000393,0.011079,0.5004,0.617381,False,5.5e-05
378,EIA_GAS,IWM,1,200,4.7e-05,0.010677,0.0616,0.950945,False,0.000231
379,EIA_GAS,IWM,3,200,-0.00042,0.014811,-0.3999,0.689694,False,0.000231
380,EIA_GAS,IWM,5,200,-0.000351,0.019621,-0.2525,0.8009,False,0.000231
381,EIA_GAS,IJH,1,200,-0.000154,0.008324,-0.2613,0.794139,False,-8.4e-05
382,EIA_GAS,IJH,3,200,-0.000618,0.011537,-0.7558,0.450689,False,-8.4e-05
383,EIA_GAS,IJH,5,200,-0.000659,0.015215,-0.6111,0.541835,False,-8.4e-05
384,EIA_GAS,MGC,1,200,2.7e-05,0.001372,0.2768,0.782228,False,6.6e-05
385,EIA_GAS,MGC,3,200,6.6e-05,0.001836,0.5074,0.612462,False,6.6e-05
386,EIA_GAS,MGC,5,200,8.5e-05,0.002394,0.5014,0.616672,False,6.6e-05
387,EIA_GAS,^VIX,1,200,-0.007575,0.051203,-2.087,0.038161,True,-0.004474
388,EIA_GAS,^VIX,3,200,-0.002067,0.078527,-0.3713,0.710817,False,-0.004474
389,EIA_GAS,^VIX,5,200,-0.005468,0.095754,-0.8056,0.421437,False,-0.004474
390,EIA_GAS,DX-Y.NYB,1,200,-7e-05,0.006322,-0.1554,0.876675,False,-0.000158
391,EIA_GAS,DX-Y.NYB,3,200,-0.000166,0.00834,-0.2801,0.77966,False,-0.000158
392,EIA_GAS,DX-Y.NYB,5,200,-0.000162,0.009604,-0.2385,0.811759,False,-0.000158
393,EIA_GAS,^TNX,1,200,-0.001633,0.021008,-1.0967,0.274113,False,-0.000684
394,EIA_GAS,^TNX,3,200,0.000738,0.027544,0.3779,0.705945,False,-0.000684
395,EIA_GAS,^TNX,5,200,-0.003174,0.034908,-1.2827,0.201082,False,-0.000684
396,NFP,CL=F,1,200,0.000766,0.039152,0.2761,0.782772,False,-0.001777
397,NFP,CL=F,3,200,-0.003983,0.048343,-1.1623,0.246506,False,-0.001777
398,NFP,CL=F,5,200,-0.002448,0.057155,-0.6042,0.546419,False,-0.001777
399,NFP,BZ=F,1,200,0.000968,0.038195,0.3575,0.721129,False,-0.003106
400,NFP,BZ=F,3,200,-0.002322,0.04597,-0.7127,0.476883,False,-0.003106
401,NFP,BZ=F,5,200,0.00078,0.054209,0.2029,0.839433,False,-0.003106
402,NFP,NG=F,1,200,-0.002665,0.049128,-0.7651,0.445096,False,0.003941
403,NFP,NG=F,3,200,-0.004978,0.060076,-1.1689,0.243851,False,0.003941
404,NFP,NG=F,5,200,-0.006695,0.072442,-1.3037,0.193844,False,0.003941
405,NFP,GC=F,1,200,0.001722,0.015377,1.5795,0.115807,False,0.000282
406,NFP,GC=F,3,200,0.003255,0.02072,2.216,0.027822,True,0.000282
407,NFP,GC=F,5,200,0.00262,0.024614,1.5015,0.134799,False,0.000282
408,NFP,SI=F,1,200,0.002953,0.025891,1.6091,0.109187,False,-0.003165
409,NFP,SI=F,3,200,0.004381,0.034702,1.7809,0.076462,False,-0.003165
410,NFP,SI=F,5,200,0.002785,0.042812,0.9178,0.359826,False,-0.003165
411,NFP,HG=F,1,200,0.00266,0.021737,1.7261,0.085889,False,-0.002866
412,NFP,HG=F,3,200,0.002236,0.028205,1.1181,0.264871,False,-0.002866
413,NFP,HG=F,5,200,0.004405,0.032061,1.938,0.054036,False,-0.002866
414,NFP,ZC=F,1,200,0.000304,0.01898,0.2262,0.821303,False,0.000335
415,NFP,ZC=F,3,200,-0.000428,0.026263,-0.2302,0.818211,False,0.000335
416,NFP,ZC=F,5,200,0.001303,0.037478,0.4903,0.62449,False,0.000335
417,NFP,ZW=F,1,200,0.001258,0.02427,0.731,0.465613,False,-0.002155
418,NFP,ZW=F,3,200,-0.001887,0.03299,-0.8071,0.420587,False,-0.002155
419,NFP,ZW=F,5,200,-0.001076,0.042975,-0.3534,0.724199,False,-0.002155
420,NFP,ZS=F,1,200,0.000451,0.01673,0.3799,0.704396,False,0.001076
421,NFP,ZS=F,3,200,0.001025,0.021518,0.6721,0.502289,False,0.001076
422,NFP,ZS=F,5,200,0.002726,0.028037,1.3717,0.171703,False,0.001076
423,NFP,XLE,1,200,0.002813,0.023098,1.7182,0.08731,False,-0.000939
424,NFP,XLE,3,200,0.00018,0.028906,0.0876,0.930259,False,-0.000939
425,NFP,XLE,5,200,0.001542,0.033574,0.6479,0.517818,False,-0.000939
426,NFP,XLB,1,200,0.000305,0.009782,0.4401,0.660374,False,0.000175
427,NFP,XLB,3,200,0.000578,0.014858,0.5489,0.583669,False,0.000175
428,NFP,XLB,5,200,0.001466,0.018077,1.144,0.254001,False,0.000175
429,NFP,XLI,1,200,0.000841,0.007874,1.5066,0.133498,False,-0.00049
430,NFP,XLI,3,200,0.000347,0.010512,0.4659,0.64177,False,-0.00049
431,NFP,XLI,5,200,0.000855,0.012408,0.9722,0.332143,False,-0.00049
432,NFP,GDX,1,200,0.00232,0.035378,0.9251,0.356022,False,0.001315
433,NFP,GDX,3,200,0.006939,0.04895,1.9998,0.046881,True,0.001315
434,NFP,GDX,5,200,0.004884,0.064941,1.061,0.28999,False,0.001315
435,NFP,SIL,1,195,0.001559,0.034636,0.627,0.531382,False,-0.000425
436,NFP,SIL,3,195,0.005336,0.047311,1.5709,0.117836,False,-0.000425
437,NFP,SIL,5,195,0.003369,0.065217,0.7196,0.472637,False,-0.000425
438,NFP,JETS,1,134,0.003081,0.027445,1.2947,0.197677,False,-0.001604
439,NFP,JETS,3,134,0.002318,0.029321,0.9117,0.363601,False,-0.001604
440,NFP,JETS,5,134,0.001635,0.034459,0.5473,0.585076,False,-0.001604
441,NFP,IYT,1,200,0.000942,0.012522,1.0614,0.289803,False,-0.000651
442,NFP,IYT,3,200,0.000265,0.016671,0.224,0.822976,False,-0.000651
443,NFP,IYT,5,200,0.001191,0.018932,0.8871,0.376085,False,-0.000651
444,NFP,XOM,1,200,0.003549,0.021401,2.3393,0.020312,True,-0.001767
445,NFP,XOM,3,200,0.000817,0.026861,0.4292,0.668207,False,-0.001767
446,NFP,XOM,5,200,0.002142,0.031512,0.9591,0.338695,False,-0.001767
447,NFP,CVX,1,200,0.002576,0.021218,1.7123,0.08839,False,-0.003109
448,NFP,CVX,3,200,0.001109,0.025807,0.606,0.545182,False,-0.003109
449,NFP,CVX,5,200,0.003162,0.030975,1.4399,0.151462,False,-0.003109
450,NFP,FCX,1,200,0.005539,0.031593,2.4733,0.014225,True,-0.001126
451,NFP,FCX,3,200,0.006668,0.047493,1.9807,0.049004,True,-0.001126
452,NFP,FCX,5,200,0.006227,0.062546,1.4045,0.161723,False,-0.001126
453,NFP,NEM,1,200,0.002451,0.035184,0.9828,0.32689,False,0.00092
454,NFP,NEM,3,200,0.005812,0.048041,1.7067,0.089437,False,0.00092
455,NFP,NEM,5,200,0.004968,0.060098,1.1662,0.244931,False,0.00092
456,NFP,APA,1,200,0.004266,0.072802,0.8265,0.409499,False,-0.004115
457,NFP,APA,3,200,-0.002473,0.090708,-0.3846,0.700952,False,-0.004115
458,NFP,APA,5,200,0.000409,0.098101,0.0588,0.95316,False,-0.004115
459,NFP,OXY,1,200,0.0034,0.070286,0.6824,0.495806,False,0.001316
460,NFP,OXY,3,200,-0.002686,0.077664,-0.4879,0.626163,False,0.001316
461,NFP,OXY,5,200,0.00103,0.071873,0.2022,0.839959,False,0.001316
462,NFP,TECK,1,200,0.003283,0.039855,1.1622,0.246553,False,0.006287
463,NFP,TECK,3,200,0.004406,0.055929,1.1113,0.267779,False,0.006287
464,NFP,TECK,5,200,0.006279,0.071832,1.2332,0.218964,False,0.006287
465,NFP,SM,1,200,0.002948,0.10545,0.3944,0.6937,False,0.005156
466,NFP,SM,3,200,-0.002972,0.104295,-0.4019,0.688154,False,0.005156
467,NFP,SM,5,200,-3.1e-05,0.106812,-0.0041,0.996762,False,0.005156
468,NFP,TGB,1,200,0.004915,0.05321,1.303,0.194072,False,-0.001644
469,NFP,TGB,3,200,0.006589,0.069863,1.3305,0.184873,False,-0.001644
470,NFP,TGB,5,200,0.008298,0.084124,1.3916,0.165607,False,-0.001644
471,NFP,GORO,1,183,0.021718,0.18476,1.5858,0.114516,False,-0.007852
472,NFP,GORO,3,183,0.01627,0.192722,1.1389,0.256226,False,-0.007852
473,NFP,GORO,5,183,0.01898,0.205292,1.2472,0.213912,False,-0.007852
474,NFP,QQQ,1,200,-0.000798,0.006944,-1.6214,0.106513,False,0.000412
475,NFP,QQQ,3,200,-0.000339,0.009048,-0.5281,0.597997,False,0.000412
476,NFP,QQQ,5,200,-0.000778,0.011389,-0.9638,0.336335,False,0.000412
477,NFP,IWM,1,200,0.000785,0.009447,1.1718,0.24267,False,-0.00206
478,NFP,IWM,3,200,0.0001,0.014874,0.0948,0.924561,False,-0.00206
479,NFP,IWM,5,200,0.000241,0.018063,0.1882,0.850905,False,-0.00206
480,NFP,IJH,1,200,0.000576,0.007299,1.1128,0.267136,False,-0.00093
481,NFP,IJH,3,200,0.000105,0.011031,0.1347,0.892961,False,-0.00093
482,NFP,IJH,5,200,0.000262,0.012586,0.2934,0.769515,False,-0.00093
483,NFP,MGC,1,200,-4.6e-05,0.001206,-0.5419,0.588481,False,5.8e-05
484,NFP,MGC,3,200,-0.000109,0.001653,-0.9262,0.35548,False,5.8e-05
485,NFP,MGC,5,200,1.3e-05,0.002201,0.0808,0.935644,False,5.8e-05
486,NFP,^VIX,1,200,-0.000399,0.072529,-0.0776,0.938227,False,0.008804
487,NFP,^VIX,3,200,-0.003108,0.082731,-0.53,0.596709,False,0.008804
488,NFP,^VIX,5,200,-0.015499,0.104829,-2.0857,0.038282,True,0.008804
489,NFP,DX-Y.NYB,1,200,0.000245,0.006824,0.5068,0.612851,False,-0.000333
490,NFP,DX-Y.NYB,3,200,0.000353,0.009005,0.5525,0.581204,False,-0.000333
491,NFP,DX-Y.NYB,5,200,0.000608,0.011669,0.7347,0.463396,False,-0.000333
492,NFP,^TNX,1,200,0.003713,0.049839,1.0509,0.294569,False,-0.006993
493,NFP,^TNX,3,200,0.008508,0.052953,2.2667,0.024486,True,-0.006993
494,NFP,^TNX,5,200,0.012479,0.061419,2.8661,0.004602,True,-0.006993
495,CPI,CL=F,1,200,-0.000937,0.031531,-0.4193,0.67543,False,-0.00386
496,CPI,CL=F,3,200,-0.002161,0.048517,-0.6283,0.530503,False,-0.00386
497,CPI,CL=F,5,200,-0.001889,0.05194,-0.5131,0.608471,False,-0.00386
498,CPI,BZ=F,1,200,-0.000554,0.028815,-0.2711,0.786572,False,-0.000966
499,CPI,BZ=F,3,200,-0.000202,0.040437,-0.0705,0.943842,False,-0.000966
500,CPI,BZ=F,5,200,1.6e-05,0.046438,0.0049,0.996056,False,-0.000966
501,CPI,NG=F,1,200,-0.000144,0.050968,-0.0399,0.968186,False,-0.006331
502,CPI,NG=F,3,200,-0.002355,0.067862,-0.4896,0.624932,False,-0.006331
503,CPI,NG=F,5,200,-0.006026,0.081787,-1.0394,0.299893,False,-0.006331
504,CPI,GC=F,1,200,-0.0015,0.015307,-1.3827,0.168321,False,0.001255
505,CPI,GC=F,3,200,-0.001158,0.019893,-0.821,0.412627,False,0.001255
506,CPI,GC=F,5,200,-0.000514,0.025983,-0.2788,0.780653,False,0.001255
507,CPI,SI=F,1,200,-0.001186,0.03053,-0.5481,0.58422,False,0.003375
508,CPI,SI=F,3,200,-0.000251,0.042591,-0.0833,0.933696,False,0.003375
509,CPI,SI=F,5,200,0.000964,0.052513,0.2589,0.796006,False,0.003375
510,CPI,HG=F,1,200,-0.001298,0.017588,-1.0409,0.299173,False,0.002279
511,CPI,HG=F,3,200,-0.002498,0.025913,-1.3598,0.175433,False,0.002279
512,CPI,HG=F,5,200,-0.002013,0.032009,-0.887,0.376156,False,0.002279
513,CPI,ZC=F,1,200,-0.001311,0.031369,-0.5894,0.556288,False,0.000107
514,CPI,ZC=F,3,200,-0.000935,0.044004,-0.2997,0.764688,False,0.000107
515,CPI,ZC=F,5,200,0.000425,0.0475,0.1264,0.899582,False,0.000107
516,CPI,ZW=F,1,200,0.000416,0.026779,0.2189,0.826968,False,-0.004554
517,CPI,ZW=F,3,200,0.005885,0.041643,1.9935,0.047568,True,-0.004554
518,CPI,ZW=F,5,200,0.007667,0.04945,2.187,0.029905,True,-0.004554
519,CPI,ZS=F,1,200,-0.004285,0.023427,-2.5803,0.010591,True,0.001689
520,CPI,ZS=F,3,200,-0.004818,0.032466,-2.0935,0.037568,True,0.001689
521,CPI,ZS=F,5,200,-0.002025,0.036476,-0.783,0.43457,False,0.001689
522,CPI,XLE,1,200,-0.000493,0.018377,-0.3785,0.705497,False,-0.000689
523,CPI,XLE,3,200,-0.001832,0.028425,-0.9091,0.364374,False,-0.000689
524,CPI,XLE,5,200,-0.001672,0.032143,-0.7339,0.463867,False,-0.000689
525,CPI,XLB,1,200,-0.001544,0.009017,-2.4148,0.01665,True,0.000616
526,CPI,XLB,3,200,-0.001452,0.013862,-1.478,0.140986,False,0.000616
527,CPI,XLB,5,200,-0.001914,0.016171,-1.67,0.096484,False,0.000616
528,CPI,XLI,1,200,-0.000641,0.006948,-1.3017,0.194517,False,0.000819
529,CPI,XLI,3,200,-0.00068,0.011677,-0.8213,0.412456,False,0.000819
530,CPI,XLI,5,200,-0.000889,0.012865,-0.9743,0.331067,False,0.000819
531,CPI,GDX,1,200,-0.003664,0.030252,-1.7084,0.08912,False,0.003051
532,CPI,GDX,3,200,-0.003146,0.041944,-1.0582,0.291245,False,0.003051
533,CPI,GDX,5,200,-0.001331,0.053917,-0.3482,0.728088,False,0.003051
534,CPI,SIL,1,195,-0.003478,0.032545,-1.4883,0.138294,False,0.002487
535,CPI,SIL,3,195,-0.001299,0.046119,-0.3923,0.695261,False,0.002487
536,CPI,SIL,5,195,0.000537,0.060009,0.1246,0.900996,False,0.002487
537,CPI,JETS,1,135,0.000349,0.019467,0.2075,0.835902,False,0.000771
538,CPI,JETS,3,135,-0.000875,0.034431,-0.2941,0.769133,False,0.000771
539,CPI,JETS,5,135,0.000373,0.038216,0.1131,0.910151,False,0.000771
540,CPI,IYT,1,200,-0.000146,0.010393,-0.1979,0.843293,False,0.001574
541,CPI,IYT,3,200,-6e-06,0.014711,-0.0059,0.995308,False,0.001574
542,CPI,IYT,5,200,-0.000264,0.017537,-0.2123,0.83209,False,0.001574
543,CPI,XOM,1,200,-0.000317,0.020131,-0.2222,0.824405,False,0.000418
544,CPI,XOM,3,200,-0.000484,0.026588,-0.2571,0.797402,False,0.000418
545,CPI,XOM,5,200,-0.002012,0.031378,-0.9046,0.36679,False,0.000418
546,CPI,CVX,1,200,0.000403,0.019386,0.2932,0.76969,False,0.00054
547,CPI,CVX,3,200,-0.001419,0.032439,-0.6169,0.538,False,0.00054
548,CPI,CVX,5,200,-0.001543,0.033615,-0.6476,0.518019,False,0.00054
549,CPI,FCX,1,200,-0.003103,0.036739,-1.1916,0.234852,False,0.002491
550,CPI,FCX,3,200,-0.004549,0.053017,-1.2105,0.227535,False,0.002491
551,CPI,FCX,5,200,-0.00386,0.060163,-0.9052,0.366477,False,0.002491
552,CPI,NEM,1,200,-0.002468,0.031337,-1.1112,0.267838,False,0.002182
553,CPI,NEM,3,200,-0.000275,0.042473,-0.0912,0.9274,False,0.002182
554,CPI,NEM,5,200,-0.000117,0.053752,-0.0306,0.975633,False,0.002182
555,CPI,APA,1,200,-0.000625,0.040993,-0.2151,0.82994,False,-0.000951
556,CPI,APA,3,200,-0.002147,0.056129,-0.5396,0.590104,False,-0.000951
557,CPI,APA,5,200,-0.001493,0.058483,-0.3601,0.719188,False,-0.000951
558,CPI,OXY,1,200,-0.001139,0.03019,-0.5322,0.595197,False,-0.003203
559,CPI,OXY,3,200,-0.003716,0.040861,-1.2827,0.20108,False,-0.003203
560,CPI,OXY,5,200,-0.004147,0.049556,-1.1804,0.239256,False,-0.003203
561,CPI,TECK,1,200,-0.00217,0.039527,-0.7745,0.439537,False,0.000808
562,CPI,TECK,3,200,-0.005509,0.057955,-1.341,0.18145,False,0.000808
563,CPI,TECK,5,200,-0.008508,0.069075,-1.7375,0.083846,False,0.000808
564,CPI,SM,1,200,-0.003871,0.048894,-1.117,0.265361,False,-0.003437
565,CPI,SM,3,200,-0.010639,0.078098,-1.9217,0.056075,False,-0.003437
566,CPI,SM,5,200,-0.013079,0.093592,-1.9713,0.050077,False,-0.003437
567,CPI,TGB,1,200,-0.006946,0.055044,-1.7802,0.076563,False,0.006823
568,CPI,TGB,3,200,-0.010474,0.072498,-2.0381,0.042865,True,0.006823
569,CPI,TGB,5,200,-0.007529,0.086208,-1.2321,0.219366,False,0.006823
570,CPI,GORO,1,183,-0.009435,0.143407,-0.8876,0.375945,False,-0.009051
571,CPI,GORO,3,183,-0.014806,0.218934,-0.9124,0.362782,False,-0.009051
572,CPI,GORO,5,183,-0.013385,0.257713,-0.7007,0.484386,False,-0.009051
573,CPI,QQQ,1,200,0.000562,0.006278,1.2623,0.208329,False,-0.000102
574,CPI,QQQ,3,200,0.000547,0.009307,0.829,0.408114,False,-0.000102
575,CPI,QQQ,5,200,0.000933,0.010454,1.2596,0.209284,False,-0.000102
576,CPI,IWM,1,200,-0.000598,0.010417,-0.8104,0.418674,False,-0.000664
577,CPI,IWM,3,200,3.6e-05,0.013976,0.0359,0.971363,False,-0.000664
578,CPI,IWM,5,200,0.000194,0.014608,0.1873,0.851599,False,-0.000664
579,CPI,IJH,1,200,-0.000615,0.007562,-1.147,0.252739,False,-0.000548
580,CPI,IJH,3,200,-0.000728,0.011523,-0.8918,0.373565,False,-0.000548
581,CPI,IJH,5,200,-0.000657,0.011346,-0.8168,0.415028,False,-0.000548
582,CPI,MGC,1,200,0.000144,0.001196,1.6941,0.091801,False,9.2e-05
583,CPI,MGC,3,200,9.8e-05,0.001648,0.8372,0.403488,False,9.2e-05
584,CPI,MGC,5,200,6.6e-05,0.001861,0.5029,0.615601,False,9.2e-05
585,CPI,^VIX,1,200,0.004097,0.059431,0.9724,0.332029,False,-0.007377
586,CPI,^VIX,3,200,0.0041,0.084968,0.6807,0.496865,False,-0.007377
587,CPI,^VIX,5,200,-0.012917,0.104093,-1.7505,0.081575,False,-0.007377
588,CPI,DX-Y.NYB,1,200,-0.000394,0.005709,-0.9739,0.331303,False,-3.8e-05
589,CPI,DX-Y.NYB,3,200,-0.000388,0.008356,-0.6551,0.513186,False,-3.8e-05
590,CPI,DX-Y.NYB,5,200,-0.000373,0.010184,-0.5163,0.60621,False,-3.8e-05
591,CPI,^TNX,1,200,-0.001251,0.027658,-0.6381,0.524132,False,0.010207
592,CPI,^TNX,3,200,-0.00214,0.049635,-0.6083,0.543687,False,0.010207
593,CPI,^TNX,5,200,-0.00028,0.044811,-0.0881,0.929897,False,0.010207
594,PPI,CL=F,1,200,-0.000937,0.031531,-0.4193,0.67543,False,-0.00386
595,PPI,CL=F,3,200,-0.002161,0.048517,-0.6283,0.530503,False,-0.00386
596,PPI,CL=F,5,200,-0.001889,0.05194,-0.5131,0.608471,False,-0.00386
597,PPI,BZ=F,1,200,-0.000554,0.028815,-0.2711,0.786572,False,-0.000966
598,PPI,BZ=F,3,200,-0.000202,0.040437,-0.0705,0.943842,False,-0.000966
599,PPI,BZ=F,5,200,1.6e-05,0.046438,0.0049,0.996056,False,-0.000966
600,PPI,NG=F,1,200,-0.000144,0.050968,-0.0399,0.968186,False,-0.006331
601,PPI,NG=F,3,200,-0.002355,0.067862,-0.4896,0.624932,False,-0.006331
602,PPI,NG=F,5,200,-0.006026,0.081787,-1.0394,0.299893,False,-0.006331
603,PPI,GC=F,1,200,-0.0015,0.015307,-1.3827,0.168321,False,0.001255
604,PPI,GC=F,3,200,-0.001158,0.019893,-0.821,0.412627,False,0.001255
605,PPI,GC=F,5,200,-0.000514,0.025983,-0.2788,0.780653,False,0.001255
606,PPI,SI=F,1,200,-0.001186,0.03053,-0.5481,0.58422,False,0.003375
607,PPI,SI=F,3,200,-0.000251,0.042591,-0.0833,0.933696,False,0.003375
608,PPI,SI=F,5,200,0.000964,0.052513,0.2589,0.796006,False,0.003375
609,PPI,HG=F,1,200,-0.001298,0.017588,-1.0409,0.299173,False,0.002279
610,PPI,HG=F,3,200,-0.002498,0.025913,-1.3598,0.175433,False,0.002279
611,PPI,HG=F,5,200,-0.002013,0.032009,-0.887,0.376156,False,0.002279
612,PPI,ZC=F,1,200,-0.001311,0.031369,-0.5894,0.556288,False,0.000107
613,PPI,ZC=F,3,200,-0.000935,0.044004,-0.2997,0.764688,False,0.000107
614,PPI,ZC=F,5,200,0.000425,0.0475,0.1264,0.899582,False,0.000107
615,PPI,ZW=F,1,200,0.000416,0.026779,0.2189,0.826968,False,-0.004554
616,PPI,ZW=F,3,200,0.005885,0.041643,1.9935,0.047568,True,-0.004554
