,event_type,asset,window_days,n_events,mean_CAR,std_CAR,t_stat,pvalue,significant,mean_CAR_pre
617,PPI,ZW=F,5,200,0.007667,0.04945,2.187,0.029905,True,-0.004554
618,PPI,ZS=F,1,200,-0.004285,0.023427,-2.5803,0.010591,True,0.001689
619,PPI,ZS=F,3,200,-0.004818,0.032466,-2.0935,0.037568,True,0.001689
620,PPI,ZS=F,5,200,-0.002025,0.036476,-0.783,0.43457,False,0.001689
621,PPI,XLE,1,200,-0.000493,0.018377,-0.3785,0.705497,False,-0.000689
622,PPI,XLE,3,200,-0.001832,0.028425,-0.9091,0.364374,False,-0.000689
623,PPI,XLE,5,200,-0.001672,0.032143,-0.7339,0.463867,False,-0.000689
624,PPI,XLB,1,200,-0.001544,0.009017,-2.4148,0.01665,True,0.000616
625,PPI,XLB,3,200,-0.001452,0.013862,-1.478,0.140986,False,0.000616
626,PPI,XLB,5,200,-0.001914,0.016171,-1.67,0.096484,False,0.000616
627,PPI,XLI,1,200,-0.000641,0.006948,-1.3017,0.194517,False,0.000819
628,PPI,XLI,3,200,-0.00068,0.011677,-0.8213,0.412456,False,0.000819
629,PPI,XLI,5,200,-0.000889,0.012865,-0.9743,0.331067,False,0.000819
630,PPI,GDX,1,200,-0.003664,0.030252,-1.7084,0.08912,False,0.003051
631,PPI,GDX,3,200,-0.003146,0.041944,-1.0582,0.291245,False,0.003051
632,PPI,GDX,5,200,-0.001331,0.053917,-0.3482,0.728088,False,0.003051
633,PPI,SIL,1,195,-0.003478,0.032545,-1.4883,0.138294,False,0.002487
634,PPI,SIL,3,195,-0.001299,0.046119,-0.3923,0.695261,False,0.002487
635,PPI,SIL,5,195,0.000537,0.060009,0.1246,0.900996,False,0.002487
636,PPI,JETS,1,135,0.000349,0.019467,0.2075,0.835902,False,0.000771
637,PPI,JETS,3,135,-0.000875,0.034431,-0.2941,0.769133,False,0.000771
638,PPI,JETS,5,135,0.000373,0.038216,0.1131,0.910151,False,0.000771
639,PPI,IYT,1,200,-0.000146,0.010393,-0.1979,0.843293,False,0.001574
640,PPI,IYT,3,200,-6e-06,0.014711,-0.0059,0.995308,False,0.001574
641,PPI,IYT,5,200,-0.000264,0.017537,-0.2123,0.83209,False,0.001574
642,PPI,XOM,1,200,-0.000317,0.020131,-0.2222,0.824405,False,0.000418
643,PPI,XOM,3,200,-0.000484,0.026588,-0.2571,0.797402,False,0.000418
644,PPI,XOM,5,200,-0.002012,0.031378,-0.9046,0.36679,False,0.000418
645,PPI,CVX,1,200,0.000403,0.019386,0.2932,0.76969,False,0.00054
646,PPI,CVX,3,200,-0.001419,0.032439,-0.6169,0.538,False,0.00054
647,PPI,CVX,5,200,-0.001543,0.033615,-0.6476,0.518019,False,0.00054
648,PPI,FCX,1,200,-0.003103,0.036739,-1.1916,0.234852,False,0.002491
649,PPI,FCX,3,200,-0.004549,0.053017,-1.2105,0.227535,False,0.002491
650,PPI,FCX,5,200,-0.00386,0.060163,-0.9052,0.366477,False,0.002491
651,PPI,NEM,1,200,-0.002468,0.031337,-1.1112,0.267838,False,0.002182
652,PPI,NEM,3,200,-0.000275,0.042473,-0.0912,0.9274,False,0.002182
653,PPI,NEM,5,200,-0.000117,0.053752,-0.0306,0.975633,False,0.002182
654,PPI,APA,1,200,-0.000625,0.040993,-0.2151,0.82994,False,-0.000951
655,PPI,APA,3,200,-0.002147,0.056129,-0.5396,0.590104,False,-0.000951
656,PPI,APA,5,200,-0.001493,0.058483,-0.3601,0.719188,False,-0.000951
657,PPI,OXY,1,200,-0.001139,0.03019,-0.5322,0.595197,False,-0.003203
658,PPI,OXY,3,200,-0.003716,0.040861,-1.2827,0.20108,False,-0.003203
659,PPI,OXY,5,200,-0.004147,0.049556,-1.1804,0.239256,False,-0.003203
660,PPI,TECK,1,200,-0.00217,0.039527,-0.7745,0.439537,False,0.000808
661,PPI,TECK,3,200,-0.005509,0.057955,-1.341,0.18145,False,0.000808
662,PPI,TECK,5,200,-0.008508,0.069075,-1.7375,0.083846,False,0.000808
663,PPI,SM,1,200,-0.003871,0.048894,-1.117,0.265361,False,-0.003437
664,PPI,SM,3,200,-0.010639,0.078098,-1.9217,0.056075,False,-0.003437
665,PPI,SM,5,200,-0.013079,0.093592,-1.9713,0.050077,False,-0.003437
666,PPI,TGB,1,200,-0.006946,0.055044,-1.7802,0.076563,False,0.006823
667,PPI,TGB,3,200,-0.010474,0.072498,-2.0381,0.042865,True,0.006823
668,PPI,TGB,5,200,-0.007529,0.086208,-1.2321,0.219366,False,0.006823
669,PPI,GORO,1,183,-0.009435,0.143407,-0.8876,0.375945,False,-0.009051
670,PPI,GORO,3,183,-0.014806,0.218934,-0.9124,0.362782,False,-0.009051
671,PPI,GORO,5,183,-0.013385,0.257713,-0.7007,0.484386,False,-0.009051
672,PPI,QQQ,1,200,0.000562,0.006278,1.2623,0.208329,False,-0.000102
673,PPI,QQQ,3,200,0.000547,0.009307,0.829,0.408114,False,-0.000102
674,PPI,QQQ,5,200,0.000933,0.010454,1.2596,0.209284,False,-0.000102
675,PPI,IWM,1,200,-0.000598,0.010417,-0.8104,0.418674,False,-0.000664
676,PPI,IWM,3,200,3.6e-05,0.013976,0.0359,0.971363,False,-0.000664
677,PPI,IWM,5,200,0.000194,0.014608,0.1873,0.851599,False,-0.000664
678,PPI,IJH,1,200,-0.000615,0.007562,-1.147,0.252739,False,-0.000548
679,PPI,IJH,3,200,-0.000728,0.011523,-0.8918,0.373565,False,-0.000548
680,PPI,IJH,5,200,-0.000657,0.011346,-0.8168,0.415028,False,-0.000548
681,PPI,MGC,1,200,0.000144,0.001196,1.6941,0.091801,False,9.2e-05
682,PPI,MGC,3,200,9.8e-05,0.001648,0.8372,0.403488,False,9.2e-05
683,PPI,MGC,5,200,6.6e-05,0.001861,0.5029,0.615601,False,9.2e-05
684,PPI,^VIX,1,200,0.004097,0.059431,0.9724,0.332029,False,-0.007377
685,PPI,^VIX,3,200,0.0041,0.084968,0.6807,0.496865,False,-0.007377
686,PPI,^VIX,5,200,-0.012917,0.104093,-1.7505,0.081575,False,-0.007377
687,PPI,DX-Y.NYB,1,200,-0.000394,0.005709,-0.9739,0.331303,False,-3.8e-05
688,PPI,DX-Y.NYB,3,200,-0.000388,0.008356,-0.6551,0.513186,False,-3.8e-05
689,PPI,DX-Y.NYB,5,200,-0.000373,0.010184,-0.5163,0.60621,False,-3.8e-05
690,PPI,^TNX,1,200,-0.001251,0.027658,-0.6381,0.524132,False,0.010207
691,PPI,^TNX,3,200,-0.00214,0.049635,-0.6083,0.543687,False,0.010207
692,PPI,^TNX,5,200,-0.00028,0.044811,-0.0881,0.929897,False,0.010207
693,ISM_PMI,CL=F,1,200,0.000706,0.039217,0.2539,0.799813,False,0.002335
694,ISM_PMI,CL=F,3,200,-0.001271,0.054046,-0.3318,0.740376,False,0.002335
695,ISM_PMI,CL=F,5,200,-0.00437,0.067671,-0.9109,0.363428,False,0.002335
696,ISM_PMI,BZ=F,1,200,-0.002836,0.041804,-0.9569,0.339765,False,0.004213
697,ISM_PMI,BZ=F,3,200,-0.004476,0.056839,-1.1108,0.267984,False,0.004213
698,ISM_PMI,BZ=F,5,200,-0.006153,0.071461,-1.2147,0.225918,False,0.004213
699,ISM_PMI,NG=F,1,200,-0.003797,0.050781,-1.0548,0.292781,False,0.010311
700,ISM_PMI,NG=F,3,200,-0.006558,0.066008,-1.4015,0.162617,False,0.010311
701,ISM_PMI,NG=F,5,200,-0.011651,0.079024,-2.0798,0.038825,True,0.010311
702,ISM_PMI,GC=F,1,200,0.002336,0.014285,2.3067,0.022103,True,-0.001656
703,ISM_PMI,GC=F,3,200,0.003987,0.020754,2.7102,0.007312,True,-0.001656
704,ISM_PMI,GC=F,5,200,0.0029,0.024795,1.6498,0.100568,False,-0.001656
705,ISM_PMI,SI=F,1,200,0.002608,0.029982,1.2272,0.221179,False,-0.002293
706,ISM_PMI,SI=F,3,200,0.00372,0.04606,1.1392,0.255973,False,-0.002293
707,ISM_PMI,SI=F,5,200,0.002323,0.051613,0.6349,0.52623,False,-0.002293
708,ISM_PMI,HG=F,1,200,6e-05,0.018149,0.0467,0.962827,False,-0.000127
709,ISM_PMI,HG=F,3,200,-0.00037,0.027942,-0.1867,0.852074,False,-0.000127
710,ISM_PMI,HG=F,5,200,-0.000591,0.035443,-0.2354,0.814134,False,-0.000127
711,ISM_PMI,ZC=F,1,200,-0.000224,0.022935,-0.1377,0.890612,False,-0.000364
712,ISM_PMI,ZC=F,3,200,0.001973,0.029741,0.9358,0.350512,False,-0.000364
713,ISM_PMI,ZC=F,5,200,0.002658,0.035239,1.0642,0.288523,False,-0.000364
714,ISM_PMI,ZW=F,1,200,0.000561,0.029378,0.2693,0.787994,False,-0.004193
715,ISM_PMI,ZW=F,3,200,0.0036,0.045491,1.1164,0.265616,False,-0.004193
716,ISM_PMI,ZW=F,5,200,0.004109,0.046241,1.2534,0.211524,False,-0.004193
717,ISM_PMI,ZS=F,1,200,-0.000311,0.018681,-0.2347,0.814684,False,0.001669
718,ISM_PMI,ZS=F,3,200,0.000498,0.025512,0.2753,0.783334,False,0.001669
719,ISM_PMI,ZS=F,5,200,0.002497,0.030256,1.1642,0.245741,False,0.001669
720,ISM_PMI,XLE,1,200,0.001768,0.019857,1.256,0.210588,False,-0.000162
721,ISM_PMI,XLE,3,200,0.000464,0.029826,0.2194,0.826575,False,-0.000162
722,ISM_PMI,XLE,5,200,0.001345,0.038157,0.4973,0.6195,False,-0.000162
723,ISM_PMI,XLB,1,200,0.000788,0.010734,1.0362,0.301369,False,0.000504
724,ISM_PMI,XLB,3,200,0.001207,0.016237,1.0484,0.295712,False,0.000504
725,ISM_PMI,XLB,5,200,0.000747,0.019482,0.5406,0.589387,False,0.000504
726,ISM_PMI,XLI,1,200,-0.00081,0.007865,-1.4524,0.147958,False,0.000134
727,ISM_PMI,XLI,3,200,-0.00042,0.011231,-0.5269,0.598828,False,0.000134
728,ISM_PMI,XLI,5,200,0.00066,0.014953,0.6226,0.534235,False,0.000134
729,ISM_PMI,GDX,1,200,0.002849,0.033799,1.1893,0.235747,False,-0.001738
730,ISM_PMI,GDX,3,200,0.007322,0.048373,2.1352,0.033964,True,-0.001738
731,ISM_PMI,GDX,5,200,0.004882,0.05649,1.2191,0.224243,False,-0.001738
732,ISM_PMI,SIL,1,194,0.001911,0.034647,0.7661,0.444554,False,-0.001691
733,ISM_PMI,SIL,3,194,0.004385,0.050016,1.2179,0.224755,False,-0.001691
734,ISM_PMI,SIL,5,194,0.001879,0.059021,0.4423,0.658782,False,-0.001691
735,ISM_PMI,JETS,1,134,-0.001044,0.024381,-0.4938,0.622286,False,-0.000734
736,ISM_PMI,JETS,3,134,0.001102,0.040841,0.3111,0.756179,False,-0.000734
737,ISM_PMI,JETS,5,134,0.004682,0.049706,1.0864,0.279269,False,-0.000734
738,ISM_PMI,IYT,1,200,-0.000576,0.012495,-0.65,0.516421,False,-0.000432
739,ISM_PMI,IYT,3,200,-0.000544,0.018181,-0.4221,0.673388,False,-0.000432
740,ISM_PMI,IYT,5,200,0.000806,0.022366,0.5083,0.611827,False,-0.000432
741,ISM_PMI,XOM,1,200,0.002225,0.022019,1.4255,0.155589,False,-0.001446
742,ISM_PMI,XOM,3,200,0.001448,0.032012,0.6381,0.524133,False,-0.001446
743,ISM_PMI,XOM,5,200,0.004088,0.039984,1.4421,0.150836,False,-0.001446
744,ISM_PMI,CVX,1,200,0.001378,0.022029,0.8827,0.378476,False,-0.001445
745,ISM_PMI,CVX,3,200,-0.000277,0.028503,-0.1373,0.890955,False,-0.001445
746,ISM_PMI,CVX,5,200,0.001427,0.035614,0.5653,0.572529,False,-0.001445
747,ISM_PMI,FCX,1,200,0.000948,0.033138,0.4038,0.686825,False,0.002349
748,ISM_PMI,FCX,3,200,0.003467,0.053957,0.9065,0.365793,False,0.002349
749,ISM_PMI,FCX,5,200,0.002215,0.06819,0.4583,0.647227,False,0.002349
750,ISM_PMI,NEM,1,200,0.002533,0.032608,1.0959,0.274427,False,-0.00139
751,ISM_PMI,NEM,3,200,0.005525,0.048331,1.6126,0.108421,False,-0.00139
752,ISM_PMI,NEM,5,200,0.003854,0.05672,0.9586,0.338932,False,-0.00139
753,ISM_PMI,APA,1,200,0.000936,0.039979,0.3302,0.741608,False,-0.002115
754,ISM_PMI,APA,3,200,0.00071,0.064608,0.155,0.877009,False,-0.002115
755,ISM_PMI,APA,5,200,6.2e-05,0.105101,0.0084,0.993319,False,-0.002115
756,ISM_PMI,OXY,1,200,0.004459,0.031231,2.0143,0.045329,True,0.000974
757,ISM_PMI,OXY,3,200,0.002189,0.049666,0.6218,0.534805,False,0.000974
758,ISM_PMI,OXY,5,200,0.001137,0.089783,0.1787,0.858347,False,0.000974
759,ISM_PMI,TECK,1,200,0.003856,0.036144,1.5051,0.133894,False,0.001685
760,ISM_PMI,TECK,3,200,0.006881,0.055416,1.7516,0.081385,False,0.001685
761,ISM_PMI,TECK,5,200,0.004358,0.074235,0.8282,0.408546,False,0.001685
762,ISM_PMI,SM,1,200,0.003366,0.059018,0.8044,0.422099,False,0.006053
763,ISM_PMI,SM,3,200,0.004419,0.085829,0.7264,0.468467,False,0.006053
764,ISM_PMI,SM,5,200,0.001763,0.140132,0.1775,0.859292,False,0.006053
765,ISM_PMI,TGB,1,200,0.000161,0.056567,0.0401,0.968043,False,0.002889
766,ISM_PMI,TGB,3,200,-0.001748,0.077617,-0.3176,0.751095,False,0.002889
767,ISM_PMI,TGB,5,200,0.00022,0.098684,0.0314,0.974969,False,0.002889
768,ISM_PMI,GORO,1,183,0.011041,0.174998,0.8511,0.395806,False,-0.008731
769,ISM_PMI,GORO,3,183,0.015826,0.188956,1.1299,0.260003,False,-0.008731
770,ISM_PMI,GORO,5,183,0.022298,0.208569,1.4423,0.150936,False,-0.008731
771,ISM_PMI,QQQ,1,200,-0.000239,0.006517,-0.517,0.605711,False,-0.000218
772,ISM_PMI,QQQ,3,200,-0.000386,0.009448,-0.577,0.564561,False,-0.000218
773,ISM_PMI,QQQ,5,200,-0.001053,0.01262,-1.1774,0.240454,False,-0.000218
774,ISM_PMI,IWM,1,200,-0.000207,0.010248,-0.2853,0.775695,False,0.000315
775,ISM_PMI,IWM,3,200,-0.000585,0.01368,-0.6032,0.54709,False,0.000315
776,ISM_PMI,IWM,5,200,-0.000612,0.017617,-0.4903,0.624461,False,0.000315
777,ISM_PMI,IJH,1,200,2.8e-05,0.007812,0.0504,0.959816,False,0.000202
778,ISM_PMI,IJH,3,200,5e-06,0.010856,0.0071,0.994381,False,0.000202
779,ISM_PMI,IJH,5,200,-0.00031,0.013162,-0.3318,0.740416,False,0.000202
780,ISM_PMI,MGC,1,200,-6.5e-05,0.001256,-0.7248,0.469446,False,-1.7e-05
781,ISM_PMI,MGC,3,200,-9.5e-05,0.001592,-0.8454,0.398902,False,-1.7e-05
782,ISM_PMI,MGC,5,200,-0.0001,0.002136,-0.6622,0.508624,False,-1.7e-05
783,ISM_PMI,^VIX,1,200,-0.00569,0.062815,-1.2778,0.202815,False,0.014832
784,ISM_PMI,^VIX,3,200,-0.004597,0.079222,-0.8186,0.414003,False,0.014832
785,ISM_PMI,^VIX,5,200,-0.008995,0.09967,-1.2731,0.204471,False,0.014832
786,ISM_PMI,DX-Y.NYB,1,200,0.000252,0.006323,0.5618,0.574877,False,-0.000899
787,ISM_PMI,DX-Y.NYB,3,200,0.000257,0.010123,0.3578,0.720837,False,-0.000899
788,ISM_PMI,DX-Y.NYB,5,200,0.000933,0.011477,1.1472,0.25269,False,-0.000899
789,ISM_PMI,^TNX,1,200,0.000128,0.032517,0.0556,0.955684,False,-0.012975
790,ISM_PMI,^TNX,3,200,0.003954,0.052489,1.0626,0.289272,False,-0.012975
791,ISM_PMI,^TNX,5,200,0.009065,0.073811,1.7325,0.084735,False,-0.012975
